uniqueIdentifier,investorAlertCategoryMandatory,nameMandatory,addresses,websites,emails,phones,otherInformationGeneral,otherInformationAliases,otherInformationSocialAccount,dateAdded,dateUpdated,otherInformationAccounts,realCompany
912,Unlicensed (Legacy),Prudential Regulatory Board,['1215 K Street 12th Floor Sacramento . California 95814 United States'],['http://pregb.com'],['info@pregboard.com'],"['1.916.913.0726 ', 'fax 1.916.471.0344']",,,,,2019-08-23,[],[]
913,Unlicensed (Legacy),Pryce Weston Incorporated,"['Manila Business Center Suite 1721 Herrera Tower Herrera St. Salcedo Village  Makati City 1200  Philippines ', 'Other offices or mail addresses in Hong Kong  British Virgin Islands and US.']",,,,,,,,2019-08-23,[],[]
914,Unlicensed (Legacy),PT. Dolok Permai,['6F Pacific Star Building Makati Avenue Makati City Philippines'],,,,,,,,2019-08-23,[],[]
915,Unlicensed (Legacy),PWRTrade also known as GN Capital Ltd,,['www.pwrtrade.com'],['support@pwrtrade.com'],"['+61-288-800-200', 'fax +44-203-808-8842']",,['GN Capital Ltd'],,,2019-08-23,[],[]
916,Unlicensed (Legacy),QMC Element Parisey Index LLP,"[""23 Rue d'Anjou 75008 Paris France""]",['www.qmc-elemparisey.com'],,,,,,,2019-08-23,"[{'otherInformationAccountNames': 'INLT Technologies Limited', 'otherInformationAccountNumbers': '640 140521 838', 'otherInformationAccountBanks': 'HSBC'}]",[]
917,Unlicensed (Legacy),Quantum Private Equity LLC,['107 East 46th Street  New York 10017'],['www.quantumpe.us'],,"['001 212 801 2389 ', 'fax 001 212 884 9588']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Quantum Private Equity LLC Account (CCPA)', 'otherInformationAccountNumbers': '2102516505', 'otherInformationAccountBanks': ''}]",[]
918,Unlicensed (Legacy),Quick Loan Services Pty Ltd,,,['Quickloanservices@hotmail.com'],['(03) 9005 6219'],Contact Name: Jonathan Walker,"['Quick Loan Pty Ltd ', 'QuickCash Loans']",,,2019-08-23,[],[]
919,Unlicensed (Legacy),R P Hayes & Associates,['Floor 12  Offices 2-5 60 Gloucester Road Wanchai Hong Kong'],,['sales@rphayesandassociates.com'],"['Asia Pacific +612 6140 3411 ', 'Hong Kong +852 8176 9417 ', 'UK/EU +44 0207 100 5760']",,,,,2019-08-23,[],[]
920,Unlicensed (Legacy),R&G Securities & Transfers Inc,['460 Park Ave  S New York  NY 10022'],['www.randgtransfer.com'],['support@randgtransfer.com'],,,,,,2019-08-23,[],[]
921,Unlicensed (Legacy),Raimon & Associates,['140 Broadway  Manhattan  New York  10005'],['http://raimonandassociates.com'],['customersupport@raimonandassociates.com'],"['(01) 646 3636 938 ', 'fax (01) 646 7864 099']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Bank Confidence', 'otherInformationAccountNumbers': '6550221001', 'otherInformationAccountBanks': 'Bank of America N.A.'}]",[]
922,Unlicensed (Legacy),Raven Securities Corp,['40 Wall Street NEW YORK 10022'],['www.raven-sec.com'],['info@raven-sec.com'],"['1 212 401 6231 ', 'fax 1 212 401 6235']",Note: this company is not connected and should not be confused with the legitimate firm Raven Securities Corp. Level 34 40 Wall Street NEW YORK 10022  Ph: 212 668 8700 SEC#8-40372  CRD#3520.,,,,2019-08-23,[],[]
923,Unlicensed (Legacy),RBoptions,['Ajeltake Road Ajeltake Island Majuro  MH96960 Marshall Islands'],['www.rboptions.com'],,,,['Zulutoys Limited'],,,2019-08-23,[],[]
924,Unlicensed (Legacy),RDG Trading Inc.,"['101 S Tryon Street Charlotte NC 28280-0002 ', '60 Alexandra Terrace The Comtech SINGAPORE 118502']",['www.rdgtrading.com'],,"['1 (888) 739-7764 ', 'fax 1 (704) 973-5545']",,,,,2019-08-23,[],[]
925,Unlicensed (Legacy),RE Group International,['Suite 501 5th Floor Themis Tower Olympion Street 3035 Limassol Cyprus'],['www.aginvestorfund.com'],['clientservices@re-groupinternational.com'],"['357 250 30526 ', 'fax 357 250 30526']",,['Ag Investor Fund'],,,2019-08-23,[],[]
926,Unlicensed (Legacy),Reach Wealth Management,['13 Bedford Way  London Borough of Camden  WC1H  England  United Kingdom info@reachwm.com'],,['http://www.reachwm.com'],['+44 (0) 203 519 6468'],Contact person: Jonathon Booth (j.booth@reachwm.com),,,,2019-08-23,[],[]
927,Unlicensed (Legacy),Red Enterprise,['Hansestrasse 20 D-27419 Sittensen GERMANY'],['www.red-enterprise.com'],,"['0034 626328042 ', '0870 068 3434 ', 'fax 0870 068 3435']",formerly Ruluso Holdings,,,,2019-08-23,[],[]
928,Unlicensed (Legacy),Redfield Markets Ltd t/a PlusOptions,['78 York St London W1H1DP13 Stejarisului Street Section 4 Bucharest Romania'],['https://www.plusoption.com/'],"['support@plusoption.com', 'henryll@plusoption.com', 'luisgo@plusoption.com', 'barryac@plusoption.com', 'jameswe@plusoption.com', 'michaelll@plusoption.com', 'compliance@plusoption.com', 'finance@plusoption.com']",['02038070195'],,['PlusOption'],,,2019-08-23,[],[]
929,Unlicensed (Legacy),Redford Securities,"[""26 Queen's Road Central HONG KONG "", '55 New Bond Street Mayfair W1S 1DG London UNITED KINGDOM']",['www.redfordsecurities.comand'],,"['+852 580 80 816 ', '+44 203 129 7661']",,,,,2019-08-23,[],[]
930,Unlicensed (Legacy),Regal Capital Group LLC,['5090 Richmond Ave  Houston  TX77056  USA'],['http://www.regal-capitalgroup.com'],['info@regal-capitalgroup.com'],"['+1 713 701 5211 ', 'fax +1 713 456 2299']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Regal Capital Group LLC', 'otherInformationAccountNumbers': '951523687', 'otherInformationAccountBanks': 'JP Morgan Chase Bank'}]",[]
931,Unlicensed (Legacy),Regal Group International,['35F Central Plaza  18 Harbour Road  Hong Kong SAR'],['www.regalgroupinternational.com'],['info@regalgroupinternational.com'],"['852 3175 0983 ', 'fax 852 3678 6713']",,,,,2019-08-23,[],[]
932,Unlicensed (Legacy),Regional Regulatory Board,['2101 L Street NW  Suite 800 Washington  DC 20037'],['www.regionalregboard.org'],,"['+1(202) 552 1536 ', 'fax +1(202)379 3532']",,,,,2019-08-23,[],[]
933,Unlicensed (Legacy),Regulatory Association of Offshore Investment Managers,,['www.raoim.org'],,,,,,,2019-08-23,[],[]
934,Unlicensed (Legacy),Regulatory Compliance Commission,,,,,No further information available.,,,,2019-08-23,[],[]
935,Unlicensed (Legacy),Reinhard Hofer International also known as Reinhard Hofer Venture Partners,"['Unterer Stadtplatz 9  Kufstein  6330  Austria ', '115 Argyle Street  Kowloon  Hong Kong', '326 Jiujiang Road  Shanghai  200000  China', '93 Wall Street  12th Floor  New York  10005  USA']",['www.reinhardhofer.com'],"['info@reinhardhofer.com ', 'HK@reinhardhofer.com ', 'CN@reinhardhofer.com ', 'NY@reinhardhofer.com']",['+43 1 267 5356'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'Yiwu City Zhenhao Co. Ltd.', 'otherInformationAccountNumbers': '15602142010060005679', 'otherInformationAccountBanks': 'Zhejiang Chouzhou Commercial Bank Co. Ltd'}]",[]
936,Unlicensed (Legacy),Reinhard Hofer Venture Partners,"['Unterer Stadtplatz 9  Kufstein  6330  Austria ', '115 Argyle Street  Kowloon  Hong Kong ', '326 Jiujiang Road  Shanghai  200000  China ', '93 Wall Street  12th Floor  New York  10005  USA']",['www.reinhardhofer.com'],"['info@reinhardhofer.com', 'HK@reinhardhofer.com', 'CN@reinhardhofer.com', 'NY@reinhardhofer.com']",['+43 1 267 5356'],,['Reinhard Hofer International'],,,2019-08-23,"[{'otherInformationAccountNames': 'Yiwu City Zhenhao Co. Ltd.', 'otherInformationAccountNumbers': '15602142010060005679', 'otherInformationAccountBanks': 'Zhejiang Chouzhou Commercial Bank Co. Ltd'}]",[]
937,Unlicensed (Legacy),Resona International Management,['Bank of China Tower 1 Garden Road Central HONG KONG'],['http://www.resonaim.com/index.php'],,"['+852 9257 6599 ', 'fax +852 3006 5338']",,,,,2019-08-23,[],[]
938,Unlicensed (Legacy),RGM Trading,['24 Nathan Rd  Kowloon  Hong Kong'],['www.rgm-trading.com'],['contactus@RGM-Trading.com'],"['85 2 3019 9421 ', 'fax 85 2 3006 4212']",Note: this company is not connected and should not be confused with the legitimate firms RGM Advisors LLC and RGM Trading LLC of 221 West 6th Street  Suite 1600 Austin  Texas 78701 Ph: 512.807.5000 registered in Delaware  US  file numbers 3456269 and 3917009,,,,2019-08-23,[],[]
939,Unlicensed (Legacy),RI Markets,['Trust Company complex  Ajeltake Road  Ajeltake Island  Majuro  Republic of Marshall Island MH 96960'],['https://www.rimarkets.com'],['support@RIMarkets.com'],['+442039364555'],,['Fcorp Services Ltd'],,,2019-08-23,[],[]
940,Unlicensed (Legacy),Rich Futures Limited,['International Financial Centre  8 Financial Street  Central Hong Kong'],['www.richfutureshk.com'],['contatcus@richfutureshk.com'],,,,,,2019-08-23,"[{'otherInformationAccountNames': 'DH Corporation Limited', 'otherInformationAccountNumbers': '848-528121-838', 'otherInformationAccountBanks': 'HSBC Hong Kong'}]",[]
941,Unlicensed (Legacy),Richards and Company Future Commission Merchant (RCFCM),"['355 Greenwich Street  New York NY USA ', 'Hong Kong Branch: 27/F  53-55 Lockhart Road  Wanchai  Hong Kong ', 'Singapore Branch: 31A Telok Ayer Street  44F  Raffles Place  Singapore']",['www.richardsandcompany.net'],"['info@richardsandcompany.net ', 'supporthk@richardsandcompany.net  ', 'supportsg@richardsandcompany.net']","['+1 (646) 789 4468 ', 'fax +1 (646) 224 8543 ', '+852 5808 0954 ', 'fax +852 3015 6810 ', '+65 6491 5793']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Beneficiary name: Century Insight Inc Account (CIIA)', 'otherInformationAccountNumbers': '2102516505', 'otherInformationAccountBanks': 'U.S. Central Bank Federal Reserve  Washington  DC'}]",[]
942,Unlicensed (Legacy),Richardson Resources Inc,['81 Pedder Street Hong Kong'],['www.richardsonresources.com'],,"['852 9367 8630 ', 'fax 852 3010 0167']",,,,,2019-08-23,[],[]
943,Unlicensed (Legacy),Richmond Capital Management,['21/F Seoul Finance Center  84 Taepyeongro 1-Ga  Jung-Gu  Seoul  Korea'],['www.richmondconsultancy.com'],,"['82 70 7894 5548 ', 'fax 82 70 7894 5549']",,,,,2019-08-23,[],[]
944,Unlicensed (Legacy),Ridgeway Group LLC,['60 Park Place  Newark  NJ 07102'],['www.ridgewaygrp.com'],['admin@ridgewaygrp.com'],['+973 536 2735'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'COR International Trading Limited', 'otherInformationAccountNumbers': '00019100110613', 'otherInformationAccountBanks': 'Mashreq Bank'}]",[]
945,Unlicensed (Legacy),Rive Financial SA,['Cours des Bastions 18 1205 Genave Switzerland'],['www.rivefinancial.ch'],['info@rivefinancial.ch'],"['41 22 5330933 ', 'fax 41 22 5948005']",,,,,2019-08-23,[],[]
946,Unlicensed (Legacy),River Valley Trading Pte,['Floor 39 Offices 2-5 Suntec City Tower 2 9 Temasek Boulevard SINGAPORE 038989'],['http://www.rivervalleytradingpte.com/'],"['sales@rivervalleytradingpte.com ', 'r.fairclough@rivervalleytradingpte.com']","['Singapore/Asia 830 81079 ', 'Australia (Asia) (Support Centre) 0291192926 ', 'European 020 3239 4635']",,,,,2019-08-23,[],[]
947,Unlicensed (Legacy),RJL International Ltd,['625 Mt. Auburn Street Cambridge  MA 02138 USA'],['www.rjlig.com'],,"['1 617 848 8972 ', 'fax 1 617 848 8971']",Note: The Office of the Secretary of the Commonwealth  Massachusetts  USA has filed a complaint against RJL International Ltd: read about it on their website.,,,,2019-08-23,[],[]
948,Unlicensed (Legacy),Rochelle Finances,['6 Boulevard de Neuilly Paris La Defense 1 Cedex 92081 La Defense France'],"['www.rochellefinances.com ', 'www.trading.rochellefinances.com']",['support@rochellefinances.com'],,,,,,2019-08-23,[],[]
949,Unlicensed (Legacy),Rock Smith Options Limited,['90 New Bond Street  London England W15 1SR'],['www.rocksmithoptions.com'],['info@rocksmithoptions.com'],"['+44 20 3677 7046 ', 'fax +44 20 3514 2701']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Dupont Fraser', 'otherInformationAccountNumbers': '072881828065133', 'otherInformationAccountBanks': 'Industrial and Commercial Bank of China (Asia) Ltd'}]",[]
950,Unlicensed (Legacy),Roiteks,['Rozova Dolina 26 Sofia Bulgaria 1000  Boulevard Totleben 53-55 Sofia Bulgaria 1606'],['https://roiteks.com'],['support@roiteks.com'],"['+44 (20) 3455 4866', '+61 2 8317 3142']",,['Green Oak Ltd'],,,2019-08-23,[],[]
951,Unlicensed (Legacy),Rosenberg Smith & Partners,['2000 Steeles Avenue West Suite 200 Conord  Ontario Canada  L4K 3E9'],['www.rspi.ca'],,"['1 416 352 5625 ', 'fax 1 416 352 5702']",,,,,2019-08-23,[],[]
952,Unlicensed (Legacy),Rosenthal International Inc,['The World Trade Centre Leutschenbachstrasse 95 Zurich 050 Switzerland'],,,"['41 1 355 3018 / 1 212 656 1320 ', 'fax 41 1 355 3017 / 1 212 253 4180']",Note: this company is not connected and should not be confused with the legitimate firm Rosenthal International Limited  1370 Broadway  New York  New York 10018  which is a registered Broker-Dealer in the USA. (CRD#11219; SEC File #8-18394) nor its parent Rosenthal &amp; Rosenthal  Inc.,,,,2019-08-23,[],[]
953,Unlicensed (Legacy),Roseville Trading,['23 Jalan Berjaya 8/6 Taman Porindustrian Berjaya Kempas 81200 Johor Bahru  Malaysia'],,,,,,,,2019-08-23,[],[]
954,Unlicensed (Legacy),Rothstein and Ross Ltd,['1 North Bridge Road High Street Center Suite 2207 Singapore 179097'],,,"['656 338 8530 ', 'fax 656 338 6311']",,,,,2019-08-23,[],[]
955,Unlicensed (Legacy),Royal Acquisitions Inc,['96 West Park Place Newark  Delaware 19711 USA'],['www.royalacquisitions.com'],,"['1 302 355 0604 ', 'fax 1 302 355 0603']",,,,,2019-08-23,[],[]
956,Unlicensed (Legacy),Royal State Global Financial Solutions,['34 Thames St. SL4 1NJ  UK'],['www.rsgfsolutions.com'],['info@rsgfsolutionsgroup.com'],['+44 207 6812 678'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'Amarnath Trading Company Ltd', 'otherInformationAccountNumbers': '0223727921', 'otherInformationAccountBanks': 'Kasikorn Bank Thailand'}]",[]
957,Unlicensed (Legacy),Royce Equity Management,['21/F CMA Building 64 Connaught Road  Central  Hong Kong'],['www.royceequity.management/index.html'],['info@royceequity.management'],['+852 3895 0915'],,,,,2019-08-23,[],[]
958,Unlicensed (Legacy),Royce Sanford,['Unit 12A05  12A Floor  Chartered Square Building 152 North Sathorn Road  Bangrak  Bangkok 10500  Thailand'],,,,Took over from Trident International,,,,2019-08-23,[],[]
959,Unlicensed (Legacy),RTG Direct Trading Ltd,['20-22 Wenlock Road London UK N1 7GU'],['https://rtgtrading.com/'],['support@rtgtrading.com'],,,,,,2019-08-23,[],[]
960,Unlicensed (Legacy),Rutherford Consultants,['Place Du Bourg-De-Four 1204 Geneva Switzerland'],,,"['(41) 22 819 9601 ', 'fax (41) 22 819 96 04']",,,,,2019-08-23,[],[]
961,Unlicensed (Legacy),Rutherford Franklin Ltd,['Shinjuku Mitsui Building 2 Chome-1-1 Nishishinjuku Shinjuku-ku Tokyo-to 163-0410 Japan'],['www.rutherfordfranklin.com/'],['info@rutherfordfranklin.com'],['+81 345 400 981'],,,,,2019-08-23,[],[]
962,Unlicensed (Legacy),Saba Capital Management,['Golden Centre 188 Des Voeux Rd Central  Central  Hong Kong Island'],['http://sabahkllc.com/'],['sales@sabahllc.com'],['81 928863'],This entity is not connected and should not be confused with legitimate company  Saba Capital Management  L.P. (CIK#: 0001510281) of 405 Lexington Avenue  58th Floor  New York  New York  10174  registered in Delaware  USA  DOS ID 3792350.,,,,2019-08-23,[],[]
963,Unlicensed (Legacy),Sacher Finanz,['15 Rue de Capucins L 1313 Luxembourg'],['www.sacherfinanz.com'],['contact@sacherfinanz.com'],"['352 2020 3285 / 6390 5322 9075 ', 'fax 352 2461 1171']",,,,,2019-08-23,[],[]
964,Unlicensed (Legacy),S-Acquisition Corp,['575 Lexington Avenue  Suite 2001  New York NY 10022'],['http://s-acquisitioncorp.com'],['contactus@s-acquisitioncorp.com'],['1 888 286 2891'],,,,,2019-08-23,[],[]
965,Unlicensed (Legacy),Safe Harbour Ltd,['28/F Plaza  222 Huai Hai Zhong Road Shanghai 200021 P.R. China'],,,"['(8621) 5383 3000 ', 'fax (8621) 5382 3218']",,,,,2019-08-23,[],[]
966,Unlicensed (Legacy),Safe Mark Limited,['International Commerce Centre 1 Austin Road West Kowloon Hong Kong'],['www.safemarkhk.com'],['info@safemarkhk.com'],,,,,,2019-08-23,"[{'otherInformationAccountNames': 'Charm Assets Limited', 'otherInformationAccountNumbers': '701-502034242', 'otherInformationAccountBanks': 'ICBC (Asia) Limited HK'}, {'otherInformationAccountNames': 'Kimsfer International Co Limited', 'otherInformationAccountNumbers': '817524440838', 'otherInformationAccountBanks': 'HSBC Bank HK'}]",[]
967,Unlicensed (Legacy),Safeguard Equity Group,['88 Queensway Central Hong Kong Hong Kong 852'],['www.safeguardequity.com'],,"['8525 737 990 ', 'fax 8523 00166 330']",,,,,2019-08-23,[],[]
968,Unlicensed (Legacy),Sapphire Global Market Ltd,,['www.sapphirefx.net'],,,Note: This entity is not connected or associated with Australian financial services licensee  Sapphire Commodities Pty Ltd ACN 124 637 252,,,,2019-08-23,[],[]
969,Unlicensed (Legacy),Sauer Capital S.A.,['26 Boulevard Royal L-2449 Luxembourg Grand Duchy of Luxembourg'],['www.sauercapitalsa.com'],['info@sauercapitalsa.com'],['35220880993'],,,,,2019-08-23,[],[]
970,Unlicensed (Legacy),Saxon & Swift,"['Suite 7/A  Cypress Gardens Herrera Street Legaspi Village Makati City 1200 Philippines', 'Other offices or mail addresses in Hong Kong  Vanuatu and US.']",,,,,,,,2019-08-23,[],[]
971,Unlicensed (Legacy),SCFS Trading Limited,['Bank of America Tower  12 Harcourt Road Central Hong Kong'],['http://scfs-trading.com'],,"['+852-369-315-72 ', 'fax +852-300-627-68']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Quantom Blackrock Capital Pte Ltd', 'otherInformationAccountNumbers': '641497078001', 'otherInformationAccountBanks': 'Overseas Chinese Banking Corporation'}, {'otherInformationAccountNames': 'Quest Security Limited', 'otherInformationAccountNumbers': '817626864838', 'otherInformationAccountBanks': 'HSBC Tsim Sha Tsui branch'}]",[]
972,Unlicensed (Legacy),Schuman Lindeberg SA,['Mythenquai 24  ZǬrich 8002 Switzerland'],['www.schumanlindebergsa.com'],['info@schumanlindebergsa.com'],['41435081445'],,,,,2019-08-23,[],[]
973,Unlicensed (Legacy),Scott W. Thomas  Attorney-at-law,['14241 Dallas Parkway  JP Morgan International Plaza III  Dallas  TX 75254'],,"['info@scottwthomas.com ', 'www.scottwthomas.com']","['1 214 593 3659 ', 'fax 1 214 593 4207']",,,,,2019-08-23,[],[]
974,Unlicensed (Legacy),Secure Future Trading,['22/61  14th Floor  Yee Hing Loong Coommercial Building 151 Hollywood Road Central Hong Kong'],['www.securefuturetrading.com'],"['service@securefuturetrading.com ', 'trading@securefuturetrading.com ', 'support@securefuturetrading.com']","['852 3678 9963', 'fax 852 3017 3130']",,,,,2019-08-23,[],[]
975,Unlicensed (Legacy),Secured Collateral,,['www.securedprivatewealth.com'],,,,,,,2019-08-23,[],[]
976,Unlicensed (Legacy),Secured Options,['Zemen str. 2 Sofia 1505  Bulgaria'],['www.securedoptions.com'],['support@securedoptions.com'],,trading name of Urbanix Limited,,,,2019-10-24,[],[]
977,Unlicensed (Legacy),Securities Regulatory and Investment Board,['Kirchnertrasse 6-8 D - 60311 Frankfurt am Main Germany'],['www.srib.org'],,"['49 (692) 5737 8795 ', '49 (692) 5738 5886 ', 'fax 49 (693) 809 9144']",,,,,2019-08-23,[],[]
978,Unlicensed (Legacy),Securities Regulatory Commission,['3rd Fl.  Kawakami Bldg 17-6  Hiroo 5-chome  Shibuya-ku  Tokyo ZIP 150-0012'],,['info@securityregulatorycommission.com'],['+81 645 605 035'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'LNT International Trading Company', 'otherInformationAccountNumbers': '788648529', 'otherInformationAccountBanks': 'DBS Bank (Hong Kong) Limited'}]",[]
